,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Spending_Score_encoded
1175,462927,female,No,33,No,Homemaker,8.0,Low,2.0,0.0
1176,462936,female,No,41,Yes,Engineer,5.0,Low,1.0,0.0
1177,462941,male,No,71,Yes,Lawyer,4.0,Low,2.0,0.0
1178,462944,male,Yes,42,Yes,Executive,5.0,High,3.0,2.0
1179,462951,male,Yes,71,Yes,Lawyer,2.0,Low,1.0,0.0
1180,462956,male,Yes,35,No,Artist,6.0,Average,5.0,1.0
1181,462958,male,No,28,No,Marketing,0.0,Low,5.0,0.0
1182,462963,male,Yes,31,Yes,Artist,1.0,Average,2.0,1.0
1183,462966,male,Yes,43,Yes,Artist,2.0,Average,3.0,1.0
1184,462968,female,Yes,77,Yes,Lawyer,0.0,High,2.0,2.0
1185,462971,female,Yes,71,Yes,Engineer,0.0,Low,1.0,0.0
1186,462976,female,Yes,47,Yes,Engineer,0.0,Average,2.0,1.0
1187,462981,female,No,26,No,Homemaker,9.0,Low,1.0,0.0
1188,462982,male,Yes,40,Yes,Doctor,4.0,Average,4.0,1.0
1189,462983,female,Yes,72,Yes,Lawyer,0.0,High,2.0,2.0
1190,462984,female,Yes,73,Yes,Artist,1.0,High,2.0,2.0
1191,462986,male,No,26,Yes,Healthcare,1.0,Low,6.0,0.0
1192,462992,female,Yes,57,Yes,Engineer,2.0,High,3.0,2.0
1193,462993,male,Yes,30,No,Artist,5.0,Average,3.0,1.0
1194,462994,female,Yes,36,No,Artist,3.0,Average,3.0,1.0
1195,462998,male,Yes,52,No,Entertainment,10.0,Average,4.0,1.0
1196,463003,male,Yes,42,Yes,Artist,3.0,Average,2.0,1.0
1197,463012,male,Yes,52,No,Engineer,5.0,Low,1.0,0.0
1198,463020,male,Yes,28,Yes,Artist,0.0,Average,3.0,1.0
1199,463023,female,Yes,43,No,Homemaker,7.0,Low,1.0,0.0
1200,463024,male,No,43,Yes,Artist,3.0,Low,1.0,0.0
1201,463028,male,No,25,Yes,Doctor,0.0,Low,4.0,0.0
1202,463030,male,Yes,52,Yes,Executive,1.0,High,3.0,2.0
1203,463034,female,No,28,Yes,Homemaker,9.0,Low,1.0,0.0
1204,463037,male,Yes,56,Yes,Entertainment,0.0,Average,4.0,1.0
1205,463039,male,Yes,38,No,Executive,12.0,High,7.0,2.0
1206,463040,male,Yes,83,Yes,Lawyer,1.0,High,2.0,2.0
1207,463044,male,Yes,82,Yes,Lawyer,1.0,High,2.0,2.0
1208,463047,male,Yes,32,Yes,Homemaker,8.0,Low,4.0,0.0
1209,463051,female,No,35,Yes,Homemaker,12.0,Low,1.0,0.0
1210,463052,male,Yes,40,Yes,Marketing,0.0,Low,2.0,0.0
1211,463058,female,No,25,Yes,Homemaker,13.0,Low,1.0,0.0
1212,463062,female,Yes,39,Yes,Artist,8.0,Average,3.0,1.0
1213,463069,male,No,25,Yes,Artist,7.0,Low,1.0,0.0
1214,463075,male,Yes,52,Yes,Artist,0.0,Low,4.0,0.0
1215,463080,male,No,33,No,Artist,0.0,Low,4.0,0.0
1216,463083,male,No,28,Yes,Artist,6.0,Low,3.0,0.0
1217,463085,female,No,43,Yes,Artist,0.0,Low,1.0,0.0
1218,463086,male,No,30,Yes,Artist,8.0,Low,2.0,0.0
1219,463088,female,Yes,84,Yes,Lawyer,1.0,High,2.0,2.0
1220,463089,male,Yes,48,Yes,Executive,6.0,High,4.0,2.0
1221,463090,female,Yes,55,No,Engineer,3.0,Average,2.0,1.0
1222,463091,female,Yes,37,Yes,Homemaker,8.0,Low,1.0,0.0
1223,463094,male,Yes,38,Yes,Engineer,11.0,Average,3.0,1.0
1224,463096,female,No,28,Yes,Doctor,1.0,Low,3.0,0.0
1225,463099,male,Yes,86,Yes,Lawyer,6.0,Low,1.0,0.0
1226,463100,female,No,35,No,Homemaker,9.0,Low,1.0,0.0
1227,463102,male,No,35,No,Entertainment,0.0,Low,2.0,0.0
1228,463104,female,Yes,46,Yes,Lawyer,0.0,Low,1.0,0.0
1229,463106,female,Yes,79,Yes,Lawyer,0.0,Low,1.0,0.0
1230,463108,male,Yes,63,Yes,Lawyer,5.0,High,2.0,2.0
1231,463118,female,Yes,50,Yes,Doctor,0.0,High,3.0,2.0
1232,463120,female,No,35,Yes,Entertainment,0.0,Low,1.0,0.0
1233,463129,male,Yes,65,Yes,Doctor,3.0,Low,1.0,0.0
1234,463133,male,Yes,50,No,Artist,0.0,Average,4.0,1.0
1235,463138,female,No,27,No,Homemaker,3.0,Low,4.0,0.0
1236,463144,male,Yes,45,Yes,Executive,0.0,High,3.0,2.0
1237,463145,female,No,36,Yes,Homemaker,0.0,Low,4.0,0.0
1238,463146,male,Yes,43,No,Entertainment,11.0,Average,2.0,1.0
1239,463148,male,Yes,62,Yes,Marketing,1.0,High,5.0,2.0
1240,463149,male,Yes,57,Yes,Artist,2.0,Average,2.0,1.0
1241,463150,male,No,51,No,Marketing,9.0,Low,1.0,0.0
1242,463151,male,Yes,59,Yes,Artist,0.0,Low,1.0,0.0
1243,463154,female,Yes,27,No,Artist,0.0,Low,4.0,0.0
1244,463156,female,Yes,83,Yes,Lawyer,4.0,High,2.0,2.0
1245,463157,male,Yes,50,Yes,Entertainment,6.0,Low,3.0,0.0
1246,463158,male,Yes,75,Yes,Executive,1.0,High,3.0,2.0
1247,463163,male,No,28,No,Executive,2.0,Low,2.0,0.0
1248,463164,male,Yes,39,Yes,Artist,9.0,Average,2.0,1.0
1249,463165,female,Yes,69,Yes,Doctor,0.0,Average,2.0,1.0
1250,463166,female,No,41,Yes,Artist,1.0,Low,1.0,0.0
1251,463170,female,No,28,Yes,Healthcare,0.0,Low,5.0,0.0
1252,463171,female,Yes,39,No,Entertainment,1.0,High,3.0,2.0
1253,463173,male,No,47,Yes,Artist,0.0,Low,1.0,0.0
1254,463174,female,Yes,62,Yes,Engineer,1.0,Low,1.0,0.0
1255,463175,female,Yes,41,No,Engineer,0.0,Low,4.0,0.0
1256,463181,male,Yes,49,Yes,Doctor,5.0,Average,3.0,1.0
1257,463187,female,Yes,52,Yes,Artist,8.0,Low,2.0,0.0
1258,463192,female,Yes,48,No,Entertainment,2.0,Average,4.0,1.0
1259,463195,female,No,26,Yes,Healthcare,7.0,Low,2.0,0.0
1260,463196,female,Yes,72,Yes,Engineer,1.0,Low,1.0,0.0
1261,463199,female,Yes,47,Yes,Artist,0.0,Low,3.0,0.0
1262,463201,female,No,19,No,Healthcare,1.0,Low,2.0,0.0
1263,463203,female,No,21,No,Healthcare,1.0,Low,3.0,0.0
1264,463204,male,No,39,No,Entertainment,1.0,Low,1.0,0.0
1265,463209,female,No,52,Yes,Artist,0.0,Low,1.0,0.0
1266,463218,male,Yes,37,No,Entertainment,8.0,Average,3.0,1.0
1267,463219,male,Yes,51,No,Entertainment,0.0,Low,2.0,0.0
1268,463220,male,Yes,48,No,Engineer,1.0,Average,3.0,1.0
1269,463221,male,No,22,No,Healthcare,7.0,Low,3.0,0.0
1270,463224,male,Yes,47,Yes,Executive,1.0,High,4.0,2.0
1271,463240,female,Yes,45,No,Engineer,0.0,Average,3.0,1.0
1272,463242,female,No,29,No,Engineer,5.0,Low,2.0,0.0
1273,463244,female,Yes,47,Yes,Doctor,1.0,Low,1.0,0.0
1274,463245,male,Yes,41,Yes,Entertainment,8.0,Average,2.0,1.0
1275,463248,female,Yes,32,No,Homemaker,9.0,Average,4.0,1.0
1276,463251,male,Yes,31,No,Marketing,2.0,Low,3.0,0.0
1277,463256,male,No,20,No,Marketing,1.0,Low,3.0,0.0
1278,463258,female,Yes,46,Yes,Artist,0.0,Average,3.0,1.0
1279,463260,male,Yes,70,Yes,Lawyer,3.0,Low,1.0,0.0
1280,463265,male,Yes,65,Yes,Artist,1.0,Average,3.0,1.0
1281,463266,female,Yes,68,Yes,Artist,1.0,Average,2.0,1.0
1282,463267,male,Yes,29,No,Homemaker,9.0,Low,1.0,0.0
1283,463269,male,Yes,41,Yes,Entertainment,3.0,Average,2.0,1.0
1284,463270,male,Yes,50,No,Executive,0.0,Low,5.0,0.0
1285,463273,male,Yes,38,Yes,Entertainment,9.0,Average,2.0,1.0
1286,463276,male,Yes,37,No,Executive,6.0,Average,2.0,1.0
1287,463277,female,Yes,30,No,Engineer,6.0,Low,2.0,0.0
1288,463278,female,Yes,63,Yes,Engineer,1.0,Low,1.0,0.0
1289,463280,male,Yes,42,Yes,Artist,6.0,Average,2.0,1.0
1290,463292,male,Yes,41,No,Executive,0.0,High,3.0,2.0
1291,463302,female,Yes,60,Yes,Engineer,2.0,High,4.0,2.0
1292,463308,male,Yes,46,Yes,Engineer,1.0,Low,2.0,0.0
1293,463316,female,Yes,83,Yes,Lawyer,0.0,High,2.0,2.0
1294,463323,male,Yes,27,Yes,Healthcare,3.0,Low,2.0,0.0
1295,463324,female,No,22,No,Healthcare,1.0,Low,4.0,0.0
1296,463330,male,No,20,No,Healthcare,0.0,Low,4.0,0.0
1297,463332,female,Yes,40,Yes,Engineer,0.0,Low,2.0,0.0
1298,463334,female,No,28,Yes,Doctor,0.0,Low,6.0,0.0
1299,463335,male,No,28,Yes,Doctor,2.0,Low,1.0,0.0
1300,463338,male,Yes,28,No,Entertainment,0.0,Low,2.0,0.0
1301,463340,female,No,20,No,Healthcare,0.0,Low,4.0,0.0
1302,463341,female,Yes,53,No,Engineer,0.0,Average,6.0,1.0
1303,463348,female,Yes,35,Yes,Doctor,0.0,Low,2.0,0.0
1304,463351,female,No,21,Yes,Healthcare,3.0,Low,4.0,0.0
1305,463356,male,No,30,Yes,Healthcare,6.0,Low,4.0,0.0
1306,463360,female,Yes,46,Yes,Artist,2.0,Low,1.0,0.0
1307,463367,female,No,36,Yes,Engineer,3.0,Low,4.0,0.0
1308,463368,female,Yes,38,Yes,Artist,4.0,High,3.0,2.0
1309,463372,female,Yes,26,No,Marketing,1.0,Average,2.0,1.0
1310,463375,female,Yes,45,Yes,Doctor,1.0,Low,1.0,0.0
1311,463376,female,Yes,46,Yes,Executive,5.0,High,2.0,2.0
1312,463378,male,No,25,Yes,Doctor,0.0,Low,1.0,0.0
1313,463379,male,No,27,No,Marketing,0.0,Low,7.0,0.0
1314,463386,female,Yes,42,Yes,Doctor,6.0,Low,1.0,0.0
1315,463387,male,Yes,20,No,Marketing,3.0,Low,2.0,0.0
1316,463391,male,Yes,55,Yes,Doctor,6.0,Low,1.0,0.0
1317,463395,male,No,25,No,Marketing,2.0,Low,1.0,0.0
1318,463404,male,Yes,27,Yes,Doctor,5.0,High,2.0,2.0
1319,463406,male,No,31,No,Marketing,0.0,Low,4.0,0.0
1320,463409,female,Yes,38,No,Entertainment,6.0,Average,5.0,1.0
1321,463411,male,Yes,43,Yes,Entertainment,2.0,Average,2.0,1.0
1322,463420,female,Yes,59,Yes,Artist,2.0,High,3.0,2.0
1323,463423,male,Yes,61,No,Executive,1.0,Average,3.0,1.0
1324,463427,female,Yes,27,Yes,Engineer,1.0,Low,2.0,0.0
1325,463428,male,Yes,26,No,Executive,1.0,High,5.0,2.0
1326,463431,male,Yes,39,Yes,Artist,1.0,Average,4.0,1.0
1327,463437,male,Yes,51,Yes,Artist,0.0,Average,3.0,1.0
1328,463438,male,Yes,47,No,Entertainment,0.0,Average,3.0,1.0
1329,463443,male,Yes,52,Yes,Artist,1.0,Average,4.0,1.0
1330,463444,male,Yes,59,Yes,Lawyer,3.0,High,2.0,2.0
1331,463447,male,Yes,57,No,Engineer,1.0,Average,2.0,1.0
1332,463452,female,Yes,86,Yes,Lawyer,1.0,High,2.0,2.0
1333,463460,male,Yes,49,Yes,Artist,8.0,Average,2.0,1.0
1334,463461,male,No,30,Yes,Doctor,0.0,Low,4.0,0.0
1335,463462,female,Yes,43,No,Engineer,0.0,Average,4.0,1.0
1336,463470,male,No,19,No,Healthcare,8.0,Low,5.0,0.0
1337,463472,male,No,20,No,Healthcare,5.0,Low,4.0,0.0
1338,463473,male,No,19,No,Healthcare,5.0,Low,3.0,0.0
1339,463475,female,Yes,43,Yes,Doctor,0.0,Low,1.0,0.0
1340,463477,male,No,31,No,Healthcare,0.0,Low,4.0,0.0
1341,463483,male,Yes,30,No,Executive,1.0,High,2.0,2.0
1342,463491,male,Yes,27,Yes,Doctor,8.0,Average,3.0,1.0
1343,463493,male,Yes,36,Yes,Executive,1.0,High,4.0,2.0
1344,463499,male,Yes,47,Yes,Executive,0.0,Low,2.0,0.0
1345,463500,male,Yes,35,Yes,Executive,1.0,High,4.0,2.0
1346,463503,male,Yes,25,Yes,Entertainment,0.0,Low,2.0,0.0
1347,463508,female,Yes,25,No,Artist,0.0,Low,3.0,0.0
1348,463509,male,No,38,No,Artist,1.0,Low,1.0,0.0
1349,463512,female,No,32,No,Engineer,0.0,Low,3.0,0.0
1350,463516,male,Yes,48,No,Executive,1.0,High,6.0,2.0
1351,463527,female,No,38,No,Artist,10.0,Low,1.0,0.0
1352,463528,male,Yes,70,No,Executive,4.0,High,2.0,2.0
1353,463529,male,No,42,Yes,Marketing,3.0,Low,1.0,0.0
1354,463533,female,Yes,85,Yes,Artist,1.0,High,2.0,2.0
1355,463537,female,No,25,Yes,Healthcare,1.0,Low,3.0,0.0
1356,463545,female,No,31,Yes,Doctor,1.0,Low,2.0,0.0
1357,463548,female,No,20,No,Healthcare,3.0,Low,4.0,0.0
1358,463550,female,Yes,37,Yes,Artist,0.0,Average,2.0,1.0
1359,463553,male,No,33,Yes,Artist,8.0,Low,2.0,0.0
1360,463554,female,No,52,No,Artist,5.0,Low,1.0,0.0
1361,463557,male,No,26,Yes,Doctor,0.0,Low,3.0,0.0
1362,463560,female,No,21,No,Healthcare,9.0,Low,5.0,0.0
1363,463561,female,No,42,Yes,Engineer,0.0,Low,1.0,0.0
1364,463566,female,Yes,35,Yes,Homemaker,8.0,Average,4.0,1.0
1365,463572,male,Yes,39,Yes,Artist,0.0,Average,4.0,1.0
1366,463577,female,Yes,41,Yes,Doctor,1.0,Average,2.0,1.0
1367,463586,female,No,18,No,Healthcare,1.0,Low,5.0,0.0
1368,463588,male,No,22,No,Healthcare,0.0,Low,1.0,0.0
1369,463598,female,Yes,25,No,Engineer,2.0,Low,2.0,0.0
1370,463601,female,No,20,No,Healthcare,4.0,Low,5.0,0.0
1371,463603,female,No,18,No,Entertainment,0.0,Low,4.0,0.0
1372,463605,female,No,20,No,Healthcare,1.0,Low,5.0,0.0
1373,463606,male,No,21,No,Marketing,0.0,Low,4.0,0.0
1374,463614,female,No,25,No,Healthcare,1.0,Low,4.0,0.0
1375,463615,female,Yes,60,Yes,Artist,3.0,Average,2.0,1.0
1376,463616,female,Yes,46,No,Engineer,0.0,Average,5.0,1.0
1377,463619,male,Yes,68,No,Executive,1.0,High,2.0,2.0
1378,463620,male,No,21,No,Healthcare,1.0,Low,4.0,0.0
1379,463623,male,No,27,Yes,Doctor,0.0,Low,3.0,0.0
1380,463624,male,Yes,59,Yes,Executive,1.0,High,4.0,2.0
1381,463628,female,No,26,Yes,Artist,8.0,Low,1.0,0.0
1382,463632,male,Yes,26,Yes,Artist,0.0,Average,2.0,1.0
1383,463638,female,Yes,32,Yes,Doctor,1.0,Average,2.0,1.0
1384,463639,male,No,33,No,Healthcare,0.0,Low,6.0,0.0
1385,463640,male,No,28,Yes,Healthcare,0.0,Low,3.0,0.0
1386,463644,female,No,30,Yes,Healthcare,0.0,Low,3.0,0.0
1387,463652,female,No,32,Yes,Artist,3.0,Low,1.0,0.0
1388,463654,female,No,41,No,Engineer,3.0,Low,3.0,0.0
1389,463655,male,Yes,42,Yes,Artist,13.0,Low,2.0,0.0
1390,463661,female,Yes,45,Yes,Doctor,1.0,Average,4.0,1.0
1391,463663,female,No,39,Yes,Homemaker,1.0,Low,2.0,0.0
1392,463664,female,No,29,No,Engineer,0.0,Low,1.0,0.0
1393,463665,male,Yes,46,Yes,Entertainment,1.0,Average,3.0,1.0
1394,463669,female,Yes,26,Yes,Marketing,5.0,High,4.0,2.0
1395,463670,female,No,26,Yes,Healthcare,3.0,Low,4.0,0.0
1396,463689,female,Yes,41,Yes,Doctor,1.0,Low,1.0,0.0
1397,463699,female,Yes,38,Yes,Marketing,9.0,Low,3.0,0.0
1398,463703,male,Yes,69,No,Executive,1.0,High,4.0,2.0
1399,463704,male,No,46,Yes,Artist,0.0,Low,2.0,0.0
1400,463707,female,No,40,No,Artist,0.0,Low,1.0,0.0
1401,463713,male,No,25,No,Engineer,9.0,Low,3.0,0.0
1402,463714,male,Yes,59,No,Artist,1.0,Average,2.0,1.0
1403,463716,male,No,26,Yes,Doctor,1.0,Low,4.0,0.0
1404,463718,female,No,33,Yes,Artist,0.0,Low,4.0,0.0
1405,463722,male,Yes,56,Yes,Executive,8.0,High,2.0,2.0
1406,463724,male,No,30,No,Healthcare,0.0,Low,5.0,0.0
1407,463726,female,No,26,No,Healthcare,0.0,Low,3.0,0.0
1408,463727,female,No,28,Yes,Doctor,0.0,Low,5.0,0.0
1409,463728,female,Yes,28,Yes,Doctor,0.0,Average,6.0,1.0
1410,463732,male,No,20,No,Healthcare,1.0,Low,4.0,0.0
1411,463734,male,Yes,41,No,Executive,1.0,Average,3.0,1.0
1412,463741,male,Yes,37,Yes,Artist,0.0,High,3.0,2.0
1413,463745,male,Yes,59,Yes,Artist,1.0,Average,3.0,1.0
1414,463747,female,Yes,43,Yes,Artist,0.0,Average,2.0,1.0
1415,463748,male,No,20,No,Healthcare,1.0,Low,3.0,0.0
1416,463753,female,No,30,Yes,Healthcare,1.0,Low,5.0,0.0
1417,463756,male,Yes,66,No,Executive,0.0,Average,2.0,1.0
1418,463761,male,Yes,28,Yes,Artist,1.0,Average,3.0,1.0
1419,463764,male,Yes,49,Yes,Entertainment,0.0,Average,3.0,1.0
1420,463766,female,Yes,61,Yes,Artist,0.0,Average,3.0,1.0
1421,463767,male,Yes,27,Yes,Artist,9.0,Average,2.0,1.0
1422,463768,female,Yes,35,No,Engineer,1.0,Low,1.0,0.0
1423,463774,male,Yes,33,Yes,Healthcare,0.0,Average,2.0,1.0
1424,463776,female,Yes,36,Yes,Artist,2.0,Average,2.0,1.0
1425,463782,female,No,27,Yes,Artist,9.0,Low,1.0,0.0
1426,463783,female,No,29,No,Healthcare,3.0,Low,0.0,0.0
1427,463784,female,No,31,No,Engineer,1.0,Low,5.0,0.0
1428,463785,female,No,30,No,Healthcare,0.0,Low,4.0,0.0
1429,463786,female,Yes,43,Yes,Artist,4.0,Average,2.0,1.0
1430,463790,male,Yes,47,No,Executive,1.0,Low,4.0,0.0
1431,463792,female,No,42,No,Engineer,1.0,Low,1.0,0.0
1432,463794,female,No,33,Yes,Healthcare,1.0,Low,5.0,0.0
1433,463799,female,No,36,Yes,Artist,1.0,Low,4.0,0.0
1434,463800,female,No,30,Yes,Engineer,1.0,Low,3.0,0.0
1435,463804,male,Yes,60,Yes,Artist,9.0,Low,1.0,0.0
1436,463807,female,No,32,Yes,Healthcare,0.0,Low,3.0,0.0
1437,463811,female,Yes,32,Yes,Artist,0.0,Average,2.0,1.0
1438,463814,female,No,28,No,Healthcare,7.0,Low,3.0,0.0
1439,463816,male,Yes,46,Yes,Healthcare,2.0,High,4.0,2.0
1440,463818,female,Yes,38,Yes,Artist,4.0,Low,1.0,0.0
1441,463819,male,Yes,28,Yes,Artist,8.0,Low,3.0,0.0
1442,463821,male,Yes,30,Yes,Entertainment,7.0,Low,2.0,0.0
1443,463825,female,Yes,52,Yes,Artist,0.0,Average,3.0,1.0
1444,463827,female,Yes,46,Yes,Engineer,1.0,Average,4.0,1.0
1445,463828,male,Yes,37,No,Engineer,0.0,Average,2.0,1.0
1446,463830,female,No,25,Yes,Engineer,2.0,Low,3.0,0.0
1447,463834,female,Yes,43,Yes,Engineer,1.0,Average,4.0,1.0
1448,463835,male,No,32,No,Marketing,0.0,Low,4.0,0.0
1449,463842,female,Yes,50,Yes,Engineer,1.0,High,4.0,2.0
1450,463847,male,Yes,43,No,Artist,3.0,Average,3.0,1.0
1451,463856,male,Yes,37,Yes,Artist,0.0,Average,2.0,1.0
1452,463857,male,Yes,61,No,Healthcare,0.0,High,4.0,2.0
1453,463859,male,Yes,39,Yes,Artist,5.0,Average,2.0,1.0
1454,463865,male,Yes,46,Yes,Artist,1.0,Average,5.0,1.0
1455,463877,male,Yes,37,No,Entertainment,0.0,Average,4.0,1.0
1456,463880,female,Yes,36,No,Engineer,0.0,Low,3.0,0.0
1457,463884,female,No,28,No,Artist,0.0,Low,1.0,0.0
1458,463891,male,Yes,86,Yes,Lawyer,0.0,Low,1.0,0.0
1459,463892,male,No,42,Yes,Artist,8.0,Low,1.0,0.0
1460,463904,male,Yes,82,Yes,Executive,1.0,Low,1.0,0.0
1461,463917,female,No,18,No,Healthcare,1.0,Low,8.0,0.0
1462,463923,female,No,18,No,Engineer,0.0,Low,4.0,0.0
1463,463924,female,No,36,Yes,Artist,1.0,Low,1.0,0.0
1464,463926,female,No,26,No,Engineer,1.0,Low,6.0,0.0
1465,463931,male,Yes,49,Yes,Entertainment,1.0,Average,2.0,1.0
1466,463932,female,Yes,69,Yes,Artist,1.0,Average,3.0,1.0
1467,463941,female,No,29,No,Artist,1.0,Low,6.0,0.0
1468,463943,male,No,68,Yes,Entertainment,1.0,Low,2.0,0.0
1469,463946,male,No,33,No,Healthcare,4.0,Low,3.0,0.0
1470,463948,male,Yes,38,No,Executive,3.0,High,5.0,2.0
1471,463951,male,Yes,52,No,Entertainment,1.0,Average,3.0,1.0
1472,463955,male,Yes,28,Yes,Artist,1.0,Low,2.0,0.0
1473,463958,female,No,27,No,Healthcare,1.0,Low,5.0,0.0
1474,463961,female,No,28,No,Engineer,0.0,Low,4.0,0.0
1475,463963,female,Yes,25,No,Engineer,7.0,High,3.0,2.0
1476,463966,female,No,30,Yes,Artist,8.0,Low,1.0,0.0
1477,463978,male,Yes,40,Yes,Artist,1.0,Average,3.0,1.0
1478,463980,female,No,25,Yes,Artist,0.0,Low,9.0,0.0
1479,463981,female,No,30,Yes,Artist,5.0,Low,1.0,0.0
1480,463983,female,Yes,43,No,Engineer,0.0,Average,2.0,1.0
1481,463986,female,No,26,Yes,Artist,1.0,Low,4.0,0.0
1482,463997,female,Yes,37,No,Entertainment,0.0,Average,3.0,1.0
1483,464000,female,No,28,No,Healthcare,1.0,Low,5.0,0.0
1484,464004,female,Yes,31,No,Marketing,1.0,Low,5.0,0.0
1485,464007,male,Yes,46,Yes,Artist,1.0,Low,3.0,0.0
1486,464009,female,Yes,47,Yes,Artist,5.0,Average,4.0,1.0
1487,464010,male,No,28,No,Healthcare,1.0,Low,4.0,0.0
1488,464013,male,No,30,No,Healthcare,0.0,Low,1.0,0.0
1489,464016,female,No,29,Yes,Entertainment,1.0,High,1.0,2.0
1490,464019,male,No,23,No,Artist,2.0,Low,5.0,0.0
1491,464021,female,No,22,No,Healthcare,1.0,Low,5.0,0.0
1492,464023,male,No,20,No,Healthcare,1.0,Low,5.0,0.0
1493,464030,male,No,22,No,Entertainment,1.0,Low,4.0,0.0
1494,464031,female,No,19,No,Healthcare,0.0,Low,4.0,0.0
1495,464032,male,No,21,No,Healthcare,1.0,Low,3.0,0.0
1496,464033,female,No,19,No,Healthcare,0.0,Low,4.0,0.0
1497,464039,male,No,39,Yes,Artist,1.0,Low,2.0,0.0
1498,464042,female,Yes,38,Yes,Artist,8.0,Low,2.0,0.0
1499,464046,male,No,33,Yes,Healthcare,3.0,Low,1.0,0.0
1500,464048,female,No,38,Yes,Homemaker,4.0,Low,1.0,0.0
1501,464049,female,No,29,Yes,Healthcare,0.0,Low,3.0,0.0
1502,464053,female,Yes,35,No,Entertainment,4.0,Low,1.0,0.0
1503,464054,male,Yes,32,Yes,Artist,9.0,Average,2.0,1.0
1504,464059,male,Yes,59,Yes,Artist,0.0,Low,1.0,0.0
1505,464063,female,No,32,Yes,Doctor,0.0,Low,1.0,0.0
1506,464066,female,No,29,Yes,Healthcare,8.0,Low,3.0,0.0
1507,464067,female,No,31,Yes,Entertainment,0.0,Low,4.0,0.0
1508,464068,male,Yes,59,No,Executive,0.0,High,4.0,2.0
1509,464071,male,Yes,87,Yes,Lawyer,0.0,High,2.0,2.0
1510,464072,male,Yes,53,Yes,Executive,0.0,Low,2.0,0.0
1511,464076,male,Yes,83,Yes,Lawyer,0.0,High,2.0,2.0
1512,464084,male,No,33,No,Healthcare,1.0,Low,5.0,0.0
1513,464087,female,No,26,No,Engineer,2.0,Low,4.0,0.0
1514,464089,female,Yes,39,Yes,Artist,7.0,High,5.0,2.0
1515,464096,female,No,27,No,Healthcare,1.0,Low,5.0,0.0
1516,464099,female,Yes,42,Yes,Artist,5.0,Average,2.0,1.0
1517,464103,male,Yes,46,Yes,Artist,4.0,Average,2.0,1.0
1518,464110,male,Yes,63,Yes,Doctor,0.0,High,2.0,2.0
1519,464112,male,No,32,Yes,Doctor,1.0,Low,2.0,0.0
1520,464115,female,No,38,Yes,Engineer,0.0,Low,3.0,0.0
1521,464118,male,No,38,Yes,Entertainment,1.0,Low,2.0,0.0
1522,464121,female,Yes,63,Yes,Engineer,1.0,Low,1.0,0.0
1523,464123,female,No,45,Yes,Artist,1.0,Low,1.0,0.0
1524,464127,female,No,33,Yes,Healthcare,1.0,Low,5.0,0.0
1525,464132,male,No,27,No,Entertainment,0.0,Low,2.0,0.0
1526,464137,female,Yes,87,No,Artist,7.0,High,2.0,2.0
1527,464139,female,No,25,No,Healthcare,14.0,Low,1.0,0.0
1528,464144,male,Yes,61,Yes,Artist,0.0,Average,4.0,1.0
1529,464152,male,Yes,41,Yes,Artist,1.0,High,4.0,2.0
1530,464162,male,Yes,86,Yes,Lawyer,7.0,High,2.0,2.0
1531,464167,male,Yes,51,Yes,Executive,4.0,High,3.0,2.0
1532,464169,male,Yes,83,Yes,Lawyer,0.0,High,2.0,2.0
1533,464172,male,Yes,60,Yes,Artist,3.0,High,3.0,2.0
1534,464173,male,Yes,65,Yes,Artist,6.0,Average,3.0,1.0
1535,464175,female,No,32,No,Healthcare,1.0,Low,2.0,0.0
1536,464176,female,Yes,41,Yes,Artist,1.0,Low,1.0,0.0
1537,464179,female,Yes,56,Yes,Artist,0.0,Average,3.0,1.0
1538,464180,female,Yes,74,Yes,Lawyer,1.0,High,2.0,2.0
1539,464182,male,Yes,39,Yes,Artist,4.0,Average,2.0,1.0
1540,464183,female,No,42,No,Artist,2.0,Low,2.0,0.0
1541,464185,male,Yes,68,Yes,Artist,5.0,High,2.0,2.0
1542,464195,male,No,30,Yes,Artist,1.0,Low,1.0,0.0
1543,464200,female,No,32,No,Healthcare,1.0,Low,3.0,0.0
1544,464202,male,Yes,43,Yes,Artist,13.0,Low,1.0,0.0
1545,464204,female,Yes,40,Yes,Artist,3.0,High,2.0,2.0
1546,464205,female,Yes,87,No,Entertainment,0.0,High,2.0,2.0
1547,464206,male,Yes,43,No,Entertainment,1.0,Low,2.0,0.0
1548,464211,male,Yes,48,Yes,Doctor,1.0,Average,3.0,1.0
1549,464212,female,Yes,58,Yes,Marketing,0.0,Average,2.0,1.0
1550,464216,male,Yes,52,Yes,Artist,6.0,High,3.0,2.0
1551,464217,female,No,30,No,Healthcare,14.0,Low,3.0,0.0
1552,464223,female,Yes,53,Yes,Artist,2.0,Low,2.0,0.0
1553,464226,female,Yes,56,Yes,Artist,3.0,Average,3.0,1.0
1554,464231,male,Yes,48,Yes,Artist,1.0,Average,4.0,1.0
1555,464232,male,Yes,28,Yes,Doctor,1.0,Low,5.0,0.0
1556,464246,female,Yes,61,Yes,Artist,0.0,Average,2.0,1.0
1557,464254,male,Yes,62,Yes,Entertainment,1.0,Average,3.0,1.0
1558,464255,female,Yes,49,Yes,Artist,1.0,Average,5.0,1.0
